reviewerID,itemID,rating,time,drinkID
A3RB1JA72Z0TUN,0123456479,3.0,1387411200,2
A1JC50F14SLAEV,0123456479,3.0,1399852800,2
A216NSW58Q3SCJ,1617160377,5.0,1368403200,4
A25C2M3QF9G7OQ,1617160377,5.0,1299888000,4
A2BN9DIBP9A0XG,1617160377,5.0,1329696000,4
AY3D7DG5L5WCK,1617160377,5.0,1365120000,4
AOEDWQLH2WKKW,1617160377,5.0,1298505600,4
AN81JUYW2SL24,1617160377,4.0,1299196800,4
A20FK68BUB1IVA,1617160377,5.0,1318464000,4
AZAC8O310IK4E,1617160377,5.0,1299024000,4
A3U6J0DLLDEWM2,1617160377,4.0,1299715200,4
A2JCJJNY43QQIV,1617160377,4.0,1337126400,4
A2VH0UT5EQFB6P,1617160377,4.0,1303171200,4
A18S2VGUH9SCV5,1617160377,4.0,1298419200,4
A379DLIAF0MFM5,1617160377,5.0,1365120000,4
A3MHGA6BJJ7P27,1617160377,5.0,1309305600,4
A1059SSXUZZS1S,B00001W0KA,4.0,1383696000,5
A2VNCKMXMHN9E8,B00001W0KA,5.0,1383091200,5
A23GX78LIV4J2F,B00001W0KA,5.0,1320537600,5
A7EHAXLU64UAE,B00001W0KA,5.0,1383350400,5
A2VHNDYD9B8PGO,B00001W0KA,4.0,1353456000,5
A1FVO9ZB49ZCXA,B00001W0KA,4.0,1258502400,5
A37IOOK9CVRBND,B00001W0KA,5.0,1357430400,5
A11Z8RVUCDYJAC,B00001W0KA,5.0,1355875200,5
A2WF82910Z50CT,B00001WRHJ,4.0,1303689600,6
A15LON8ZV0GJXD,B00001WRHJ,4.0,1388016000,6
A1IOSSO7P46M0B,B00001WRHJ,4.0,1285632000,6
A3PQ8KCENIDZ7P,B00001WRHJ,4.0,1383523200,6
A3VZ1PO40JCGFV,B00001WRHJ,1.0,1379548800,6
A1S1IP62GI71D0,B00001WRHJ,4.0,1381104000,6
A18WUUFY45DOWA,B00004SR8W,5.0,1383955200,7
A319M5UYKNLK8B,B00004SR8W,3.0,1365897600,7
AD64M1IOZBT0N,B00004SR8W,5.0,1404259200,7
A1RBMSDM4N3M0J,B00004SR8W,5.0,1393200000,7
A2PB8V16TLP6IC,B00004SR8W,5.0,1278806400,7
AJU5WLLEHPZ3X,B00004SR8W,5.0,1277856000,7
A1EFMJQNZTZU9T,B00004SR8W,5.0,1319760000,7
A3FI4WZ8EQTRS5,B00004SR8W,5.0,1357430400,7
A2DYTAZJ28WWRH,B00004SR8W,5.0,1298937600,7
A3JX1D26WFEXOS,B00004SR8W,5.0,1299369600,7
A1T7PS2VAS1RTC,B00004SR8W,5.0,1394064000,7
A2GLR9H28HPTW6,B00004SR8W,3.0,1387843200,7
A3SC04DC5TLYSP,B00004SR8Z,3.0,1335139200,8
A240W3C2Z3WQCQ,B00004SR8Z,4.0,1323648000,8
A1WCJS4L2L1WQ,B00004SR8Z,4.0,1375574400,8
A37U7Y7IPIHBFB,B00004SR8Z,5.0,1243209600,8
A1X6ZPF88LTHGJ,B00004SR8Z,5.0,1350950400,8
A1UWE64CPO197G,B00004SR8Z,4.0,1345075200,8
A1DXE6GODEAXS2,B00004SR8Z,4.0,1393632000,8
A11EKRR0LDL893,B00004SR8Z,5.0,1386115200,8
A3J9UVDJ5OZSSY,B00004SR8Z,4.0,1336435200,8
A1YLFVE9IEMDMR,B00004SR8Z,5.0,1400889600,8
A38VYAG164NBSQ,B00004SR8Z,4.0,1383177600,8
AF46F8IQ6GZLW,B00004SR8Z,5.0,1388620800,8
A2WN31HANFD17K,B00004SR8Z,4.0,1349481600,8
A2TYOUN7A2UVAU,B00004SR8Z,5.0,1392768000,8
AIO4HX0KOLM73,B00004SR8Z,5.0,1355011200,8
ACVB24PN5KS0A,B00004SR8Z,5.0,1362355200,8
A13XISH6C2F7L9,B00004SR8Z,4.0,1395273600,8
A3RZ1B9B5A6TYF,B00004SR8Z,5.0,1378339200,8
A1T7PS2VAS1RTC,B00004SR8Z,5.0,1394064000,8
A3QUJ5FZG9IKX8,B00004SR8Z,5.0,1373760000,8
A2LZP2YM846R4K,B00004SR8Z,5.0,1378771200,8
A2X5KTI8RDB0JH,B00004SR8Z,5.0,1361923200,8
A1Z9NIQKY3VLVG,B00004SR9P,2.0,1384992000,9
A4ZTZFOO75HD2,B00004SR9P,5.0,1281484800,9
A1WCJS4L2L1WQ,B00004SR9P,5.0,1197676800,9
A2HLAQL31J0IE1,B00004SR9P,5.0,1355616000,9
A3BGYK1ELD652P,B00004SR9P,5.0,1337040000,9
A34TVK5J8P7XDQ,B00004SR9P,5.0,1226188800,9
A2U583VJW1XN83,B00004SR9P,3.0,1393977600,9
A1QMRP6KLZDMAT,B00004SR9P,1.0,1375142400,9
A38EJVT7C2T6CH,B00004SR9P,3.0,1387756800,9
A22GHD1G3OQTED,B00004SR9P,5.0,1403481600,9
A2L7F1XRZJ6K8G,B00004SR9P,3.0,1400112000,9
A3F6ZN38TD43UN,B00004SR9P,5.0,1362355200,9
A2K0D19N83G6U2,B00004SR9P,2.0,1355875200,9
A8S94UH3I763R,B00004SR9P,5.0,1330300800,9
A1JKNP4BG4ZZ35,B00004SR9P,5.0,1344038400,9
A2H7AOXP8KUXQ1,B00004SR9P,5.0,1305417600,9
A2XYM6A60U8M9S,B00004U1J2,4.0,1353628800,10
A2TJ89QNOHVFZ2,B00004U1J2,5.0,1381795200,10
A1059SSXUZZS1S,B00004U1J2,4.0,1383696000,10
A1JHIMWN7RI5GF,B00004U1J2,4.0,1385769600,10
A3ETEYF1QW6807,B00004U1J2,5.0,1394236800,10
A3C6ECCMS00GK,B00004U1J2,3.0,1357689600,10
A2VNCKMXMHN9E8,B00004U1J2,4.0,1385510400,10
A23GX78LIV4J2F,B00004U1J2,1.0,1320537600,10
AFB3IJV3GUUCM,B00004U1J2,5.0,1392076800,10
A2VHNDYD9B8PGO,B00004U1J2,4.0,1358208000,10
A37IOOK9CVRBND,B00004U1J2,5.0,1357430400,10
APCU5MPM2Y0LY,B00004U1J2,4.0,1356652800,10
A1WCVQB9BXHYNL,B00004U1J2,3.0,1389744000,10
A4KU0XJNBH674,B000051SEN,5.0,1372723200,11
A3HY330W94JPUQ,B000051SEN,5.0,1354492800,11
A1CHOKV10NEI8X,B000051SEN,4.0,1143936000,11
AOUBIY0S651IU,B000051SEN,5.0,1399248000,11
A1GPGBHBI6T2HJ,B000051SEN,4.0,1175558400,11
A353P0P8WF325F,B000051SEN,4.0,1353628800,11
A22E1XRKAQ2ZPP,B000051SEN,5.0,1383609600,11
AM4NZRK0EFPU,B000051SEN,4.0,1239840000,11
A1JJIRGZGBKT6A,B000051SEP,2.0,1400371200,12
A2G4MGVWR20OOI,B000051SEP,5.0,1397865600,12
A1GPGBHBI6T2HJ,B000051SEP,5.0,1071187200,12
AY96V4PZRJJT5,B000051SEP,5.0,1266796800,12
AOC6CQ1MHA8UD,B000051SEP,5.0,1121472000,12
A3TCMJ6GKZJFBQ,B000051SEP,4.0,1241222400,12
A3V4DUBZJBKEZ3,B00005JHKE,5.0,1367712000,13
AKJHHD5VEH7VG,B00005JHKE,3.0,1276214400,13
AJGN47OUGFDIT,B00005JHKE,1.0,1298332800,13
A2FI5DJS6BK1XH,B00005JHKE,5.0,1322265600,13
A326SHAHST9SQD,B00005JHKE,5.0,1388534400,13
A2Z72LZNZEGN1S,B00005JSBK,5.0,1355270400,14
AHM8R6ATGRDTU,B00005JSBK,5.0,1365811200,14
A383EMEAL7EF3S,B00005JSBK,3.0,1371427200,14
A20HIL9XFQK3CO,B00005JSBK,5.0,1403740800,14
A2L7K5U87UVHJ7,B00005JSBK,5.0,1385942400,14
A2V98YBD3SRVG9,B00005KJXN,4.0,1385251200,15
A2ZSX6R0TL8ET6,B00005KJXN,5.0,1368316800,15
A1YSVN7EBQZ5XT,B00005KJXN,4.0,1353196800,15
A6EKW57XIY98F,B00005KJXN,5.0,1398902400,15
A1AP9XV3I1TOBK,B00005KJXN,5.0,1348704000,15
A3RIOHLQHR44R6,B00005TQI7,4.0,1356480000,16
A21CMPZWSQQ1XL,B00005TQI7,5.0,1364342400,16
A3HNCPACL5LNWP,B00005TQI7,5.0,1347840000,16
A297R44X7WEQ8T,B00005TQI7,5.0,1388620800,16
A2HUG9JGCHM106,B00005TQI7,5.0,1388620800,16
A27WGPMYCDQWME,B00005TQI7,5.0,1398643200,16
A1F5H0JZUN2E44,B00005TQI7,5.0,1373587200,16
AEYZ1P2RQTEYQ,B00005TQI7,5.0,1376092800,16
APFVLCHSGQQSH,B00005TQI7,4.0,1293667200,16
A31AKA7MLNK0XX,B00005TQI7,4.0,1295827200,16
A2F7CEXBQSND0B,B00005TQI7,2.0,1383696000,16
A3NFR606Q5II6P,B00005TQI7,2.0,1128038400,16
A1AXBQM2YHKDMB,B00005TQI7,5.0,1388275200,16
A2TF7DBCIBQQ7D,B00005TQI7,4.0,1382918400,16
A7WMHL3QV0DM0,B00005TQI7,5.0,1398556800,16
A29XHDT85S7AVR,B00005TQI7,5.0,1392595200,16
A1EDIHWDJNKMO9,B00005TQI7,5.0,1397088000,16
A4S2GMZIQKEHY,B00005TQI7,4.0,1356739200,16
ANROP64XNV49R,B00005TQI7,4.0,1386633600,16
A32MLAAY4D0VB3,B00005TQI7,5.0,1400371200,16
A2TRVPRLY8J0F3,B00005TQI7,3.0,1392940800,16
AH1S02E7LGMSR,B00005TQI7,5.0,1377216000,16
A35Q10UJWLW5XL,B00005TQI7,5.0,1390953600,16
A1CIGMN879NSA,B00005TQI7,5.0,1354752000,16
AS4P74KQY9WR4,B00005TQI7,5.0,1354060800,16
AOGH0OOG5LBEG,B00005TQI7,5.0,1394236800,16
A3PPYV0LUBM14W,B00005TQI7,5.0,1394928000,16
A1NEIH01B5X6QL,B00005TQI7,5.0,1379808000,16
A1EVV74UQYVKRY,B00005TQI7,5.0,1389484800,16
A116Y1JDIZ81L,B00005TQI7,3.0,1377734400,16
A3ORT5GTOGP7D8,B00005TQI7,5.0,1389225600,16
A279F26TAKYWMA,B00005TQI7,3.0,1363132800,16
AP4VM69F6WBPA,B00005TQI7,4.0,1401753600,16
AE81GKNCIYK6O,B00005TQI7,5.0,1387324800,16
A3FJQDMK3S5RT,B00005TQI7,5.0,1400284800,16
A2CD2I87BLU0T4,B00005TQI7,4.0,1357084800,16
AYJQ8UHAONNGA,B00005TQI7,4.0,1364774400,16
A1JI9EMSFLBVVV,B00005TQI7,4.0,1104278400,16
AW2TNZIO23K0M,B00005TQI7,5.0,1366156800,16
A2SP9I25WTDDX,B00005TQI7,4.0,1325462400,16
ATY1TGX2BDL53,B00005TQI7,4.0,1318291200,16
A1001UEHDLCC1Z,B00005TQI7,5.0,1141084800,16
A3Q1GTBCX6SL1R,B00005TQI7,4.0,1391126400,16
A1SP45DJ6A5X83,B00005TQI7,5.0,1359936000,16
A39Y4ADI4F9I5U,B00005TQI7,5.0,1378339200,16
A3FN2UNQ8HB2OA,B00005TQI7,5.0,1381536000,16
A3XF3VEOT0YME,B00005TQI7,5.0,1401667200,16
A2RM5ZSZJQL7WY,B00005TQI7,5.0,1387324800,16
A3SVS69N5FU11A,B00005TQI7,5.0,1392163200,16
A1D1782JK9GDNE,B00005TQI7,5.0,1391040000,16
A3QVA0HAJUXIPM,B0000643Q8,4.0,1241222400,17
A1YDBRZ328R4UU,B0000643Q8,5.0,1196985600,17
AI82DQ7A2PRO7,B0000643Q8,5.0,1353456000,17
A2HHQVQTQDHV9O,B0000643Q8,4.0,1243382400,17
A2N0NB969HDO9J,B0000643Q8,4.0,1349481600,17
A1R5W4TGIG9FVI,B000067R84,5.0,1404518400,18
A1CYTBE7LLUQ8F,B000067R84,5.0,1177804800,18
A3YAIGMXF3049,B000067R84,4.0,1397433600,18
ACNON4BZACUUL,B000067R84,4.0,1124236800,18
A26A4KKLAVTMCC,B000067R84,4.0,1395273600,18
A3DPHU1UEI919U,B000067R84,4.0,1163635200,18
A2M2YZFLZ3PB45,B00006I551,2.0,1380067200,19
A1UL25PU5ULVBJ,B00006I551,5.0,1278288000,19
A1FC8M3MFMGSS3,B00006I551,5.0,1398384000,19
A3SZ4CWC3X19SI,B00006I551,4.0,1401235200,19
A35BO4OF9ALYG7,B00006I551,5.0,1374192000,19
A1WD5EXQO2R5F9,B00006I551,5.0,1389312000,19
A35WGVT8AUEODN,B00006I551,4.0,1389312000,19
A1OIPGRRSM6IFD,B00006I551,5.0,1399593600,19
A2DNILN6MLHEE8,B00006I551,5.0,1392940800,19
A3GJTFUV2VWV10,B00006I551,5.0,1381968000,19
A2I9K3OOOBXMBN,B00006I551,3.0,1389484800,19
A1P1C706UJKD7F,B00006I551,2.0,1403136000,19
A205ZO9KZY2ZD2,B00006I551,5.0,1376006400,19
A3E7FX6I0T8PCR,B00006XXGO,5.0,1388620800,20
AT4EZIO4YKUEK,B00006XXGO,5.0,1373155200,20
A2S9LAS7MAT2LZ,B00006XXGO,5.0,1398038400,20
A1IR0VDE0PUL8O,B00006XXGO,5.0,1363564800,20
A2JB60WDW8K5V1,B00006XXGO,5.0,1376524800,20
A1N42P2WHAZXFE,B00006XXGO,5.0,1375920000,20
A2WBXLDX7DOCWK,B00006XXGO,3.0,1390608000,20
A8WWNJIKFJNXZ,B00006XXGO,5.0,1360800000,20
ALX62Z4J1GH5Y,B00006XXGO,5.0,1394064000,20
A35X2JJI49OBZP,B00006XXGO,5.0,1362614400,20
AOXVR30698014,B00006XXGO,4.0,1249603200,20
ATIH0V7R2KKAH,B00006XXGO,5.0,1404604800,20
AFW7TX0B0IXY3,B00006XXGO,5.0,1386979200,20
A2SK9YC54Y3XJ2,B00006XXGO,5.0,1354060800,20
A1YXVTSS58MO6S,B00006XXGO,5.0,1362441600,20
A2P3URWE45OZF0,B00006XXGO,5.0,1387411200,20
A1LAA06GMFCFWI,B00006XXGO,2.0,1318982400,20
A33R5VVF3HU3HS,B00006XXGO,5.0,1385683200,20
AQG9DHMWQWQFQ,B00006XXGO,5.0,1369958400,20
A2QHW8NXVTPW8K,B00006XXGO,5.0,1388361600,20
A2JE3ED40C5Q68,B00006XXGO,5.0,1390694400,20
ANGG8VHXBKSWG,B00006XXGO,5.0,1395878400,20
A13V73IYG3T64S,B00006XXGO,5.0,1395705600,20
A26EXCEH8WP8TE,B00006XXGO,5.0,1359158400,20
A23ACFUSDNDIUZ,B00006XXGO,5.0,1379462400,20
A1OR6NXMZGI4R4,B00006XXGO,5.0,1362009600,20
A2YONGV9OTUG36,B00006XXGO,5.0,1380758400,20
A27J7BMZNWPDKT,B00006XXGO,5.0,1265414400,20
A1956QYSGI0SY2,B00006XXGO,5.0,1401840000,20
A86PY2L1LL49R,B00006XXGO,5.0,1380326400,20
A3BGYVYOEPUCC8,B00006XXGO,5.0,1390262400,20
A1LFYHJAG0X6EH,B00006XXGO,5.0,1389916800,20
A2S5MF8OLOQYUW,B00006XXGO,5.0,1284681600,20
A16NH50TOP4LLC,B00006XXGO,5.0,1398038400,20
A32MKIO5BQT44J,B00006XXGO,5.0,1371600000,20
A3KGAY4IDBOXHF,B00006XXGO,4.0,1402358400,20
A122XGIAS5WN57,B00006XXGO,5.0,1379894400,20
A1FHSLUDPKGC04,B00006XXGO,5.0,1212364800,20
A262OFS18KH8YO,B00006XXGO,5.0,1401494400,20
A3UXL1UXIEV1B1,B00006XXGO,5.0,1388966400,20
AWSEORPJLQBBO,B00006XXGO,3.0,1399248000,20
A2O5CSH2LEW213,B00006XXGO,5.0,1384473600,20
A1IUZFRGQJRBIH,B00006XXGO,4.0,1400457600,20
A2AUCIYXRNM4OZ,B00006XXGO,5.0,1355270400,20
A208WSD85UNE88,B00006XXGO,3.0,1387324800,20
A3BN9R498TGMOW,B00006XXGO,5.0,1331424000,20
AOT01OXTF273Z,B00006XXGO,5.0,1404172800,20
A1H4R7TY2G50DH,B00006XXGO,5.0,1377734400,20
A781ITP3HE2N5,B00006XXGO,5.0,1370649600,20
A25BIESGM6S3QF,B00006XXGO,5.0,1381276800,20
A9Q28YTLYREO7,B00006XXGO,4.0,1294963200,20
A3HPOAXOURTSPB,B00006XXGO,5.0,1359331200,20
A33U4CWRJT22PN,B00006XXGO,5.0,1336089600,20
A3K9OQPCI8UJE,B00006XXGO,5.0,1385337600,20
AAC6RJ4JNLLAT,B00006XXGO,5.0,1356825600,20
A37I59D8GAH6RR,B00006XXGO,5.0,1396569600,20
A29Y5EKP7ZIPY,B00006XXGO,5.0,1339200000,20
A3FR7HFC9DEQQZ,B00006XXGO,5.0,1386633600,20
A3U92K5UVVZASJ,B00006XXGO,5.0,1377043200,20
A33OFJRMF3ZD76,B00006XXGO,5.0,1401667200,20
A1L15VDRPWAH16,B00006XXGO,5.0,1355875200,20
A1LQEBPEZYE2RN,B00006XXGO,5.0,1380153600,20
A20CCOYGR23GYR,B00006XXGO,5.0,1393632000,20
A2WSY9FWORHV8J,B00006XXGO,5.0,1366502400,20
A2REIU20P3S7SG,B00006XXGO,5.0,1394064000,20
A1RM4XQS6M0TA5,B00006XXGO,3.0,1390089600,20
A3EQFZ81GW1RWG,B00006XXGO,2.0,1368662400,20
A1GYEGLX3P2Y7P,B00006XXGO,4.0,1296172800,20
APWY6UMP4N1JK,B00006XXGO,3.0,1335052800,20
A1PBU2RB8891LK,B00006XXGO,3.0,1381104000,20
A1JRWIE7YZHA70,B00006XXGO,5.0,1242172800,20
A2DOWGTJ7GGULM,B00006XXGO,4.0,1398124800,20
A1BRA6CBND3EUS,B00006XXGO,5.0,1359417600,20
A3HOZFJE69MOVA,B00006XXGO,5.0,1364688000,20
A3VHYM57PPF56H,B00006XXGO,5.0,1398124800,20
A1WIWNKAPY0N8A,B00006XXGO,4.0,1368662400,20
A3U5HKDHPYBAK3,B00006XXGO,5.0,1355702400,20
A2GBND1BNZM7KO,B00006XXGO,5.0,1389571200,20
ASUDD1F03R9I1,B00006XXGO,5.0,1397606400,20
A29QF0F853ALNL,B00006XXGO,5.0,1380067200,20
AWBZRXVHK3U82,B00006XXGO,5.0,1366761600,20
A1U2R0CVP16XI2,B00006XXGO,5.0,1394150400,20
A2T9IH16GY393F,B00006XXGO,4.0,1339113600,20
A27GITAEYKUA3V,B00006XXGO,5.0,1364169600,20
A3HZD07MLBMUVY,B00006XXGO,5.0,1374364800,20
A2182PKLBKXADO,B00006XXGO,2.0,1335139200,20
A2CHESQY3BRM67,B00006XXGO,5.0,1399334400,20
A2HECBMYK2UUO8,B00006XXGO,4.0,1404950400,20
A3KR8RNNPF2XY,B00006XXGO,5.0,1403222400,20
A5UY26YY4TL4I,B00006XXGO,5.0,1369267200,20
A3U7SC5HOS58OA,B0000722HK,5.0,1379030400,21
A1RLQXYNCMWRWN,B0000722HK,4.0,1357257600,21
A25S316QRB4BQC,B0000722HK,5.0,1324080000,21
A89V2EIM5FMP5,B0000722HK,5.0,1373328000,21
A58RQ97D4N1QP,B0000722HK,5.0,1171324800,21
A1POEB22692409,B0000722HK,5.0,1365465600,21
AMVC9WTXYKNJ1,B0000722HK,5.0,1330732800,21
A3016MBSDQOECO,B0000722HK,5.0,1329091200,21
A3S8YLWK47C3WI,B0000722HK,3.0,1315958400,21
A26X8829IISSA2,B0000722HK,5.0,1329350400,21
A1PPDBGCKM9AM0,B0000722HK,1.0,1298592000,21
AFNYEP9UND180,B0000722HK,5.0,1339200000,21
A2S7YBFPZX1IGQ,B000072UMJ,5.0,1362268800,22
AWF47TNS4EM6A,B000072UMJ,5.0,1398729600,22
A1UMN556PVE5ZJ,B000072UMJ,5.0,1361232000,22
ABW1LGKF1KIE2,B000072UMJ,5.0,1388188800,22
A1QX56F8XR2JWS,B000072UMJ,5.0,1389916800,22
A3ULRPX2VH7ME0,B000072UMJ,5.0,1395446400,22
AG7KPETFR641W,B000072UMJ,4.0,1289779200,22
A2H65NJ72RQYNH,B000072UMJ,5.0,1375920000,22
A1HF1SC6NCYKSO,B000072UMJ,5.0,1357257600,22
A6Z1YFGU8UZLR,B000072UMJ,5.0,1392681600,22
A2P2QNLH3M4IIT,B000072UMJ,5.0,1355961600,22
A15C2W1TWNJCGQ,B000072UMJ,5.0,1363564800,22
A37U74K4E0Y40A,B000072UMJ,5.0,1379548800,22
AS3CZGW4Y3QQE,B000072UMJ,5.0,1371168000,22
A3CX1BALOHY1T4,B000072UMJ,5.0,1363824000,22
AKFN2R3HNTI8J,B000072UMJ,5.0,1391817600,22
A2TY9KJ0B5LI0P,B000072UMJ,5.0,1355270400,22
AQZWB4Y038UL2,B000072UMJ,1.0,1359244800,22
A18ZS8OXLQIMKH,B000072UMJ,5.0,1301270400,22
A2LG9VX6R1BVQO,B000072UMJ,5.0,1366934400,22
A27UF1MSF3DB2,B000072UMJ,5.0,1398988800,22
A3U8G50F40H9X4,B000072UMJ,5.0,1366848000,22
AB470GAVSK9FJ,B000072UMJ,1.0,1357948800,22
A211MFTWSRP45Q,B000072UMJ,4.0,1359676800,22
A122ULM3MEHFW7,B000072UMJ,5.0,1354752000,22
A3UV6YAI185ASC,B000072UMJ,5.0,1383609600,22
A2BY0R17DVAR62,B000072UMJ,5.0,1357516800,22
A1OVU674MOHMRF,B000072UMJ,5.0,1393027200,22
A3OB30EDPRHNLZ,B000072UMJ,5.0,1383350400,22
A332SF9G2IKC8G,B000072UMJ,5.0,1360972800,22
A7I4M4ZYS3IEX,B000072UMJ,5.0,1315180800,22
A2MA9N6X21LVO,B000072UMJ,3.0,1384300800,22
A30FETQ6GGSB3G,B000072UMJ,5.0,1392249600,22
A393EYHG86ZH0L,B000072UMJ,5.0,1386201600,22
A2CDDKORD3XRBJ,B000072UMJ,1.0,1360281600,22
A15095769K0OTB,B000072UMJ,5.0,1391990400,22
A2QHW8NXVTPW8K,B000072UMJ,5.0,1388361600,22
A3TH0R81AWDJ49,B000072UMJ,4.0,1399680000,22
AD5XV8AMXOH7W,B000072UMJ,5.0,1353888000,22
AIBAILNLJIKQF,B000072UMJ,5.0,1363737600,22
A27CTW0GPEE0AZ,B000072UMJ,5.0,1349827200,22
A1GP5LOTQFST63,B000072UMJ,5.0,1369612800,22
AAWIYXBGE49ZT,B000072UMJ,4.0,1389139200,22
A3C2NAW79RSQ6X,B000072UMJ,5.0,1371945600,22
A3IHZ1NDIW7VWN,B000072UMJ,5.0,1300752000,22
A1BL9ZPHVUMDS4,B000072UMJ,5.0,1397865600,22
A1SE9UVPY5UU22,B000072UMJ,5.0,1214179200,22
ABGR2KY9RGVIT,B000072UMJ,5.0,1302134400,22
A30PQ5O9C50YP1,B000072UMJ,5.0,1363046400,22
AWBB95XL8ERP8,B000072UMJ,5.0,1399766400,22
A16J7IS8U7PVRJ,B000072UMJ,5.0,1366416000,22
A3SM5U4J4U6XHV,B000072UMJ,4.0,1396915200,22
A3PAGXTDXW0XFH,B000072UMJ,5.0,1391990400,22
AIHZ6C9XXT0LA,B000072UMJ,4.0,1390262400,22
A3BGYVYOEPUCC8,B000072UMJ,5.0,1400457600,22
ARAK905XJKJ1N,B000072UMJ,4.0,1378512000,22
A1Q8QBPQ276Y1R,B000072UMJ,5.0,1366502400,22
A7DCACMVK5JYW,B000072UMJ,4.0,1394236800,22
A1AR6ABE3RY270,B000072UMJ,5.0,1362528000,22
A13L24Q3OKM0VK,B000072UMJ,5.0,1387756800,22
A1VUQLN2E3K1YR,B000072UMJ,5.0,1396828800,22
A1Y0ZQVNGSQAPI,B000072UMJ,5.0,1287619200,22
A2T9MQAOWIATPA,B000072UMJ,5.0,1320710400,22
A31XS74TXODSH3,B000072UMJ,5.0,1398124800,22
A3IRS1AY45IWXR,B000072UMJ,3.0,1334534400,22
A3LLS6SSZUOITX,B000072UMJ,5.0,1362441600,22
AZPQZEN7242O7,B000072UMJ,4.0,1374105600,22
A5FMTCQ5CUCXA,B000072UMJ,5.0,1361232000,22
ABIGNX4CBSSGK,B000072UMJ,5.0,1369785600,22
A26Q0VPDWYPFAO,B000072UMJ,5.0,1403568000,22
A2161FSD1VAOYG,B000072UMJ,4.0,1383091200,22
A35ZBKDM15G8ZR,B000072UMJ,4.0,1405036800,22
AKKS3FJV9E7P6,B000072UMJ,5.0,1401753600,22
AGSTTOCU7WVC7,B000072UMJ,5.0,1365292800,22
A2SJEGMCTK0HAW,B000072UMJ,5.0,1400198400,22
AGQROZ0OBJBO6,B000072UMJ,5.0,1374105600,22
A7SFWNWQPCSQH,B000072UMJ,4.0,1336089600,22
A3LKQ828WEDUTP,B000072UMJ,4.0,1357862400,22
A3C2LBH86ASUJY,B000072UMJ,5.0,1305158400,22
A38VYZA2VMOFF1,B000072UMJ,5.0,1360713600,22
AC09OIFJYTUQK,B000072UMJ,3.0,1353456000,22
A3JZU9HMOHSI00,B000072UMJ,5.0,1402704000,22
A35D15XAZWUVJP,B000072UMJ,5.0,1369440000,22
A38FA2QRV7NQ4H,B000072UMJ,5.0,1391040000,22
A1EOMH79B2ES81,B000072UMJ,5.0,1388016000,22
A3MHEQCSBMMCKW,B000072UMJ,5.0,1357862400,22
AJBJN207M8MMG,B000072UMJ,2.0,1362873600,22
A1GH6UH5H2J7SQ,B000072UMJ,4.0,1385942400,22
AXHETL0M8XZPT,B000072UMJ,5.0,1365206400,22
